Symbol,Name,Market Cap,Country,IPO Year,Sector,Industry
AIG^A,American International Group Inc. Depositary Shares Each Representing a 1/1000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock,,United States,,,
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,21943773.0,China,2019.0,Health Care,Medical Specialities
AIHS,Senmiao Technology Limited Common Stock,3533802.0,China,2018.0,Finance,Finance: Consumer Services
AIM,AIM ImmunoTech Inc. Common Stock,23118453.0,United States,1997.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AIMAU,Aimfinity Investment Corp. I Unit,0.0,United States,2022.0,Finance,Blank Checks
AIMAW,Aimfinity Investment Corp. I Warrant,0.0,United States,2022.0,Finance,Blank Checks
AIMBU,Aimfinity Investment Corp. I Subunit,0.0,United States,2022.0,Finance,Blank Checks
AIMD,Ainos Inc. Common Stock,12581427.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
AIMDW,Ainos Inc. Warrants,7143004.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
AIN,Albany International Corporation Common Stock,2655744000.0,United States,,Consumer Discretionary,Textiles
AINC,Ashford Inc. (Holding Company) Common Stock,20540380.0,United States,2014.0,Consumer Discretionary,Professional Services
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,553061354.0,,2019.0,Finance,Finance/Investors Services
AIP,Arteris Inc. Common Stock,216082050.0,United States,2021.0,Technology,Semiconductors
AIR,AAR Corp. Common Stock,2089463822.0,United States,,Industrials,Aerospace
AIRC,Apartment Income REIT Corp. Common Stock,4693826042.0,United States,2020.0,Real Estate,Real Estate Investment Trusts
AIRG,Airgain Inc. Common Stock,32835487.0,United States,2016.0,Technology,Radio And Television Broadcasting And Communications Equipment
AIRI,Air Industries Group Common Stock,9605966.0,United States,,Industrials,Military/Government/Technical
AIRS,AirSculpt Technologies Inc. Common Stock,398346551.0,United States,2021.0,Health Care,Medical/Nursing Services
AIRT,Air T Inc. Common Stock,63681240.0,United States,,Consumer Discretionary,Air Freight/Delivery Services
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,59989983.0,United States,,Consumer Discretionary,Air Freight/Delivery Services
AIT,Applied Industrial Technologies Inc. Common Stock,6158024098.0,United States,,Consumer Discretionary,Industrial Specialties
AIU,Meta Data Limited ADS,7378888079.0,,2018.0,Real Estate,Other Consumer Services
AIV,Apartment Investment and Management Company Common Stock,944449304.0,United States,1994.0,Real Estate,Real Estate Investment Trusts
AIXI,XIAO-I Corporation American Depositary Shares,127522794.0,China,2023.0,Technology,Computer Software: Prepackaged Software
AIZ,Assurant Inc. Common Stock,7987867797.0,United States,2004.0,Finance,Specialty Insurers
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,952234436.0,United States,2020.0,Finance,Specialty Insurers
AJG,Arthur J. Gallagher & Co. Common Stock,50025407780.0,United States,,Finance,Specialty Insurers
AJX,Great Ajax Corp. Common Stock,150508959.0,United States,2015.0,Real Estate,Real Estate Investment Trusts
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,575572721.0,United States,2017.0,Real Estate,Real Estate Investment Trusts
AKA,a.k.a. Brands Holding Corp. Common Stock,64050231.0,,2021.0,Consumer Discretionary,Catalog/Specialty Distribution
AKAM,Akamai Technologies Inc. Common Stock,16113469274.0,United States,1999.0,Consumer Discretionary,Business Services
AKAN,Akanda Corp. Common Shares,1958236.0,United Kingdom,2022.0,Health Care, Medicinal Chemicals and Botanical Products 
AKBA,Akebia Therapeutics Inc. Common Stock,156639425.0,United States,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
AKLI,Akili Inc. Common Stock,38672941.0,United States,2021.0,Technology,Computer Software: Prepackaged Software
AKO/A,Embotelladora Andina S.A.,,Chile,,,
AKO/B,Embotelladora Andina S.A.,,Chile,,,
AKR,Acadia Realty Trust Common Stock,1351429835.0,United States,,Real Estate,Real Estate Investment Trusts
AKRO,Akero Therapeutics Inc. Common Stock,720882199.0,United States,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
AKTS,Akoustis Technologies Inc. Common Stock,51377032.0,United States,,Utilities,Telecommunications Equipment
AKTX,Akari Therapeutics plc ADS,17802960.0,United Kingdom,,Health Care,Biotechnology: Pharmaceutical Preparations
AKU,Akumin Inc. Common Stock (DE),13085583.0,United States,,Health Care,Medical Specialities
AKYA,Akoya BioSciences Inc. Common Stock,186954112.0,United States,2021.0,Industrials,Medical Specialities
AL,Air Lease Corporation Class A Common Stock,3901497635.0,United States,2011.0,Consumer Discretionary,Diversified Commercial Services
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,,United States,,,
ALAR,Alarum Technologies Ltd. American Depositary Share,11091630.0,Israel,2018.0,Technology,Computer Software: Prepackaged Software
ALB,Albemarle Corporation Common Stock,17284593224.0,United States,,Industrials,Major Chemicals
ALBT,Avalon GloboCare Corp. Common Stock,8465908.0,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALC,Alcon Inc. Ordinary Shares,36428130000.0,Switzerland,2019.0,Health Care,Ophthalmic Goods
ALCC,AltC Acquisition Corp. Class A Common Stock,0.0,,2021.0,Finance,Blank Checks
ALCO,Alico Inc. Common Stock,185772789.0,United States,,,
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,0.0,United States,2023.0,Finance,Blank Checks
ALCYU,Alchemy Investments Acquisition Corp 1 Units,0.0,United States,2023.0,Finance,Blank Checks
ALCYW,Alchemy Investments Acquisition Corp 1 Warrants,0.0,United States,2023.0,Finance,Blank Checks
ALDX,Aldeyra Therapeutics Inc. Common Stock,100198904.0,United States,2014.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALE,Allete Inc.,3063339692.0,United States,,Utilities,Power Generation
ALEC,Alector Inc. Common Stock,445138893.0,United States,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,1183787500.0,United States,,Real Estate,Real Estate Investment Trusts
ALG,Alamo Group Inc. Common Stock,2012124426.0,United States,,Industrials,Industrial Machinery/Components
ALGM,Allegro MicroSystems Inc. Common Stock,5690494504.0,United States,2020.0,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,20729919065.0,United States,2001.0,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,33496988.0,United States,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALGT,Allegiant Travel Company Common Stock,1354755979.0,United States,2006.0,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,1362167022.0,United States,2021.0,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,25436991.0,United States,2010.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALIT,Alight Inc. Class A Common Stock,3789455965.0,United States,2021.0,Consumer Discretionary,Business Services
ALK,Alaska Air Group Inc. Common Stock,4136066447.0,United States,,Consumer Discretionary,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,4488757908.0,Ireland,1991.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,1701773501.0,United States,2021.0,Technology,EDP Services
ALL,Allstate Corporation (The) Common Stock,33183246432.0,United States,,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,,United States,,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,,United States,,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,,United States,,,
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,,United States,,,
ALLE,Allegion plc Ordinary Shares,8751667595.0,United States,2013.0,Consumer Discretionary,Diversified Commercial Services
ALLG,Allego N.V. Ordinary Share,469862748.0,Netherlands,2022.0,Consumer Discretionary,Other Specialty Stores
ALLK,Allakos Inc. Common Stock,164709053.0,United States,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,491983381.0,United States,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,1992041.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,77729600.0,Israel,2006.0,Telecommunications,Telecommunications Equipment
ALLY,Ally Financial Inc. Common Stock,7507291136.0,United States,2014.0,Finance,Major Banks
ALNT,Allient Inc. Common Stock,460325837.0,United States,,Industrials,Electrical Products
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,20240105572.0,United States,2004.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALOR,ALSP Orchid Acquisition Corporation I Class A Ordinary Share,0.0,United States,2022.0,Finance,Blank Checks
ALOT,AstroNova Inc. Common Stock,89392906.0,United States,1983.0,Technology,Computer peripheral equipment
ALPN,Alpine Immune Sciences Inc. Common Stock,491523455.0,United States,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,25715466.0,United States,,Telecommunications,Telecommunications Equipment
ALRM,Alarm.com Holdings Inc. Common Stock,2816702654.0,United States,2015.0,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,5855381.0,United States,2017.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,356476424.0,United States,2019.0,Finance,Major Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,0.0,United States,2022.0,Finance,Blank Checks
ALSAR,Alpha Star Acquisition Corporation Rights,0.0,United States,2022.0,Finance,Blank Checks
ALSAW,Alpha Star Acquisition Corporation Warrants,0.0,United States,2022.0,Finance,Blank Checks
ALSN,Allison Transmission Holdings Inc. Common Stock,5294194675.0,United States,2012.0,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,127764583.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,355725551.0,United States,2019.0,Industrials,Industrial Machinery/Components
ALTI,AlTi Global Inc. Class A Common Stock,743600492.0,United States,2021.0,Finance,Investment Managers
ALTO,Alto Ingredients Inc. Common Stock,306302394.0,United States,,Industrials,Major Chemicals
ALTR,Altair Engineering Inc. Class A Common Stock,5105768390.0,United States,2017.0,Technology,Computer Software: Prepackaged Software
ALTU,Altitude Acquisition Corp. Class A Common Stock,0.0,United States,2021.0,Finance,Blank Checks
ALTUW,Altitude Acquisition Corp. Warrant,0.0,United States,2021.0,Finance,Blank Checks
ALUR,Allurion Technologies Inc. Common Stock,210193690.0,,,,
ALV,Autoliv Inc. Common Stock,7822647009.0,Sweden,,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,2332063500.0,Luxembourg,,Health Care,Biotechnology: Pharmaceutical Preparations
ALVOW,Alvotech Warrant,474920556.0,Luxembourg,,Health Care,Biotechnology: Pharmaceutical Preparations
ALVR,AlloVir Inc. Common Stock,179911617.0,United States,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALX,Alexander's Inc. Common Stock,925492021.0,United States,,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,300408279.0,United States,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,138911093.0,Canada,,,
ALZN,Alzamend Neuro Inc. Common Stock,19504353.0,United States,2021.0,Health Care, Medicinal Chemicals and Botanical Products 
AM,Antero Midstream Corporation Common Stock,6043946240.0,United States,2017.0,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),510446063.0,United States,2018.0,Finance,Commercial Banks
AMAM,Ambrx Biopharma Inc. Common Stock,4106302730.0,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMAO,American Acquisition Opportunity Inc. Class A Common Stock,0.0,United States,2023.0,Miscellaneous,Multi-Sector Companies
AMAOW,American Acquisition Opportunity Inc. Warrant,0.0,United States,2023.0,Miscellaneous,Multi-Sector Companies
AMAT,Applied Materials Inc. Common Stock,113789517218.0,United States,1972.0,Technology,Industrial Machinery/Components
AMBA,Ambarella Inc. Ordinary Shares,2030200740.0,United States,2012.0,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,534587176.0,United States,,Finance,Property-Casualty Insurers
AMBI,Ambipar Emergency Response Class A Ordinary Shares,336182040.0,,,Industrials,Environmental Services
AMBO,Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares,3844405.0,China,,Real Estate,Other Consumer Services
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,1637396600.0,,,Industrials,Containers/Packaging
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,1457346965.0,United States,2013.0,Consumer Discretionary,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,12536714445.0,,2019.0,Consumer Discretionary,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,557294925.0,United States,,Telecommunications,Cable & Other Pay Television Services
AMD,Advanced Micro Devices Inc. Common Stock,167577435534.0,United States,,Technology,Semiconductors
AME,AMETEK Inc.,33439414238.0,United States,,Industrials,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,3025360405.0,United States,,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc. Common Stock,1513595621.0,United States,,Consumer Discretionary,Professional Services
AMG,Affiliated Managers Group Inc. Common Stock,4429581483.0,United States,,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,149783028704.0,United States,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,12438365768.0,United States,2013.0,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,,United States,,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,,United States,,,
AMK,AssetMark Financial Holdings Inc. Common Stock,1788229755.0,United States,2019.0,Finance,Investment Managers
AMKR,Amkor Technology Inc. Common Stock,5590349902.0,United States,1998.0,Technology,Semiconductors
AMLI,American Lithium Corp. Common Stock,255439988.0,Canada,,Industrials,Industrial Machinery/Components
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,1124534531.0,United States,2022.0,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc,2777137293.0,United States,,Health Care,Assisted Living Services
